armSkuName,skuId,meterName,productName,location,armRegionName,retailPrice,unitOfMeasure,serviceName,serviceId,serviceFamily,currencyCode,tierMinimumUnits,unitPrice,effectiveStartDate,meterId,productId,skuName,type,isPrimaryMeterRegion
Standard_NV72ads_A10_v5,DZH318Z09JCN/0158,NV72ads A10 v5,Virtual Machines NVadsA10v5 Series,US Gov Virginia,usgovvirginia,94240,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,94240,2023-05-01T00:00:00Z,00516c41-2947-5dc6-9cf8-1a1a126dcf77,DZH318Z09JCN,Standard_NV72ads_A10_v5,Reservation,true
Standard_E64s_v4,DZH318Z0CSHC/00LJ,E64s v4 Low Priority,Virtual Machines Esv4 Series Windows,FR Central,francecentral,3.072,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.072,2021-11-01T00:00:00Z,00518fb8-ecc5-5d04-a598-64cdec4f9d4f,DZH318Z0CSHC,E64s v4 Low Priority,Consumption,true
Standard_E64s_v4,DZH318Z0CSHC/00LJ,E64s v4 Low Priority,Virtual Machines Esv4 Series Windows,FR Central,francecentral,0.947,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.947,2021-11-01T00:00:00Z,00518fb8-ecc5-5d04-a598-64cdec4f9d4f,DZH318Z0CSHC,E64s v4 Low Priority,DevTestConsumption,true
,DZH318Z0BJRM/00D3,Archive GRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,FR Central,francecentral,0.155,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.155,2020-11-01T00:00:00Z,f2f8b8f2-7837-43a9-ac24-adb8bf606d0f,DZH318Z0BJRM,Archive RA-GRS,Consumption,false
Standard_E8-4ds_v5,DZH318Z096SN/027Z,E8-4ds v5 Low Priority,Virtual Machines Edsv5 Series,AU Southeast,australiasoutheast,0.15,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.15,2021-11-01T00:00:00Z,0a83b5fc-97fa-5458-bc02-1c13ba9990c5,DZH318Z096SN,E8-4ds v5 Low Priority,Consumption,false
,DZH318Z0BNVT/0020,Medium Gateway,WAF Application Gateway,AP East,eastasia,0.14112,1 Hour,Application Gateway,DZH319QDM5ZN,Networking,USD,0,0.14112,2018-10-01T00:00:00Z,0051d9fa-fb72-42cb-93b6-94dd624e48cf,DZH318Z0BNVT,Medium,Consumption,true
,DZH318Z0BPH7/00MX,Hot GZRS Blob Inventory,General Block Blob v2,AE Central,uaecentral,0,1M,Storage,DZH317F1HKN0,Storage,USD,0,0,2020-09-01T00:00:00Z,0051fffb-a837-5fdb-ad05-e7eab303fef6,DZH318Z0BPH7,Hot GZRS,Consumption,true
Standard_D4s_v3,DZH318Z0BQ50/00RW,D4s v3,Virtual Machines DSv3 Series,US Central,centralus,0.22,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.22,2017-07-21T00:00:00Z,41d09603-d895-445f-9a77-b3b2f6453eeb,DZH318Z0BQ50,D4s v3,Consumption,false
Standard_D4s_v3,DZH318Z0BQ50/00DJ,D4s v3,Virtual Machines DSv3 Series,US Central,centralus,1215,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1215,2017-07-21T00:00:00Z,41d09603-d895-445f-9a77-b3b2f6453eeb,DZH318Z0BQ50,D4s v3,Reservation,false
Standard_D4s_v3,DZH318Z0BQ50/00BD,D4s v3,Virtual Machines DSv3 Series,US Central,centralus,2371,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2371,2017-07-21T00:00:00Z,41d09603-d895-445f-9a77-b3b2f6453eeb,DZH318Z0BQ50,D4s v3,Reservation,false
Standard_D64lds_v5,DZH318Z08M99/022V,D64lds v5 Spot,Virtual Machines Dldsv5 Series Windows,PL Central,polandcentral,1.71275,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.71275,2023-09-01T00:00:00Z,005223ea-2f42-5fdb-96c0-d995c548e34c,DZH318Z08M99,D64lds v5 Spot,Consumption,true
Standard_D64lds_v5,DZH318Z08M99/022V,D64lds v5 Spot,Virtual Machines Dldsv5 Series Windows,PL Central,polandcentral,0.97675,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.97675,2023-09-01T00:00:00Z,005223ea-2f42-5fdb-96c0-d995c548e34c,DZH318Z08M99,D64lds v5 Spot,DevTestConsumption,true
,DZH318Z0BQNN/0068,Dedicated V2 Streaming Unit/Job,Stream Analytics,US West,westus,0.4224,1 Hour,Stream Analytics,DZH316FDRQQJ,Analytics,USD,0,0.4224,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,DZH318Z0BQNN,Dedicated V2,Consumption,true
,DZH318Z0BQNN/0068,Dedicated V2 Streaming Unit/Job,Stream Analytics,US West,westus,0.150586,1 Hour,Stream Analytics,DZH316FDRQQJ,Analytics,USD,5840,0.150586,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,DZH318Z0BQNN,Dedicated V2,Consumption,true
,DZH318Z0BQNN/0068,Dedicated V2 Streaming Unit/Job,Stream Analytics,US West,westus,0.180872,1 Hour,Stream Analytics,DZH316FDRQQJ,Analytics,USD,730,0.180872,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,DZH318Z0BQNN,Dedicated V2,Consumption,true
,DZH318Z0BNXL/00QF,S2S Connection,VPN Gateway,CH North,switzerlandnorth,0.015,1 Hour,VPN Gateway,DZH314W50487,Networking,USD,0,0.015,2017-06-01T00:00:00Z,816ba1c2-08c7-4e91-9c72-318058b1a670,DZH318Z0BNXL,VpnGw1AZ,Consumption,false
1 vCore,DZH318Z0B17K/00HB,vCore,SQL Managed Instance General Purpose - Premium Series Compute,CA East,canadaeast,0.211,1 Hour,SQL Managed Instance,DZH318XWNZTN,Databases,USD,0,0.211,2023-06-01T00:00:00Z,0052393e-be77-5ea9-855d-dc47c9f94e97,DZH318Z0B17K,1 vCore,Consumption,true
Standard_E8-4as_v5,DZH318Z093WZ/00JN,E8-4as v5 Low Priority,Virtual Machines Easv5 Series,US East,eastus,0.0904,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0904,2021-12-01T00:00:00Z,00523a8c-2100-5153-8648-4599811bb9c1,DZH318Z093WZ,E8-4as v5 Low Priority,Consumption,true
,DZH318Z0952R/00HZ,SE Leased Number,Geographic Numbers,BR Southeast,brazilsoutheast,1,1/Month,Phone Numbers,DZH3149MGPWW,Azure Communication Services,USD,0,1,2022-12-01T00:00:00Z,9d13a9ae-ee50-5abd-9b1f-cdcc09452b0b,DZH318Z0952R,SE,Consumption,false
Standard_E64ds_v4,DZH318Z0CSHB/034X,E64ds v4 Spot,Virtual Machines Edsv4 Series Windows,DE North,germanynorth,1.0172,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.0172,2023-09-01T00:00:00Z,005270b8-9eb5-50a9-a9eb-0b753cee9920,DZH318Z0CSHB,E64ds v4 Spot,Consumption,true
Standard_E64ds_v4,DZH318Z0CSHB/034X,E64ds v4 Spot,Virtual Machines Edsv4 Series Windows,DE North,germanynorth,0.7228,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.7228,2022-07-01T00:00:00Z,005270b8-9eb5-50a9-a9eb-0b753cee9920,DZH318Z0CSHB,E64ds v4 Spot,DevTestConsumption,true
Standard_B32as_v2,DZH318Z0K9JF/022W,B32as v2,Virtual Machines Basv2 Series Windows,US West 2,westus2,1.35,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.35,2023-09-01T00:00:00Z,00528d9c-2231-57e0-afc2-22399cd0fbce,DZH318Z0K9JF,B32as v2,Consumption,true
Standard_B32as_v2,DZH318Z0K9JF/022W,B32as v2,Virtual Machines Basv2 Series Windows,US West 2,westus2,1.203,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.203,2023-09-01T00:00:00Z,00528d9c-2231-57e0-afc2-22399cd0fbce,DZH318Z0K9JF,B32as v2,DevTestConsumption,true
,DZH318Z0BPH7/00X6,Cool GZRS Write Operations,General Block Blob v2,EU North,northeurope,0.2,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.2,2020-04-15T00:00:00Z,00529e8b-4caa-4666-9c46-2cf9661a0785,DZH318Z0BPH7,Cool GZRS,Consumption,true
,DZH318Z0BNWK/008W,Data Stored,SQL Server Stretch Database,US South Central,southcentralus,0.16,1 GB/Month,SQL Server Stretch Database,DZH3181TS4Z3,Databases,USD,0,0.16,2016-09-01T00:00:00Z,963858e4-b3ba-46bd-90cc-b509518302d5,DZH318Z0BNWK,DSU1500,Consumption,false
Standard_D4s_v3,DZH318Z0BQ50/0261,D4s v3 Spot,Virtual Machines DSv3 Series,US Central,centralus,0.022,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.022,2023-12-01T00:00:00Z,0052b9e1-baf0-5c19-9037-0dc794aeaf54,DZH318Z0BQ50,D4s v3 Spot,Consumption,true
Private Link,DZH318Z0BQBH/00PH,Private Link Unit,Notification Hubs,EU West,westeurope,35,1/Month,Notification Hubs,DZH319G7C25L,Internet of Things,USD,0,35,2023-08-01T00:00:00Z,0052c912-e51e-5221-b013-bf9a6c661bc5,DZH318Z0BQBH,Private Link,Consumption,true
Standard_E96-24ads_v5,DZH318Z092R4/0133,E96-24ads v5 Low Priority,Eadsv5 Series CloudServices,US Central,centralus,4.609,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.609,2023-10-01T00:00:00Z,0052ed0f-5425-56a6-866d-ca437e52e039,DZH318Z092R4,E96-24ads v5 Low Priority,Consumption,true
,DZH318Z0CPS8/000H,Premium LRS Write Operations,Premium ADLS Gen2 Flat Namespace,US Gov Virginia,usgovvirginia,0.0219,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.0219,2020-02-01T00:00:00Z,00530d77-9869-4039-a388-d2846e453e0d,DZH318Z0CPS8,Premium LRS,Consumption,true
Standard_DC4ads_cc_v5,DZH318Z0BDL7/0024,DC4adscc v5 Low Priority,Virtual Machines DCadsccv5 Series Windows,US East 2,eastus2,0.156,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.156,2023-11-01T00:00:00Z,0053266f-dc57-5881-8d4b-0e5b94c670f8,DZH318Z0BDL7,Standard_DC4ads_cc_v5 Low Priority,Consumption,true
Standard_DC4ads_cc_v5,DZH318Z0BDL7/0024,DC4adscc v5 Low Priority,Virtual Machines DCadsccv5 Series Windows,US East 2,eastus2,0.0412,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0412,2023-11-01T00:00:00Z,0053266f-dc57-5881-8d4b-0e5b94c670f8,DZH318Z0BDL7,Standard_DC4ads_cc_v5 Low Priority,DevTestConsumption,true
,DZH318Z0BZ5L/0123,Firewall NVA Data Processing Data Processed,Virtual WAN,US West Central,westcentralus,0.005,1 GB,Virtual WAN,DZH315ZTM3N9,Networking,USD,0,0.005,2022-07-01T00:00:00Z,00532aef-9c31-5e20-bdc0-8cb4d9e8378b,DZH318Z0BZ5L,Firewall NVA Data Processing,Consumption,true
Azure_Data_Explorer_Engine_Cluster_Markup,DZH318Z0BXMB/0007,Standard Engine Cluster Markup,Azure Data Explorer,AP Southeast,southeastasia,0.11,1 Hour,Azure Data Explorer,DZH317L7SKHR,Analytics,USD,0,0.11,2019-04-01T00:00:00Z,95db8dda-5f82-4071-81e7-d682cf1a2d9f,DZH318Z0BXMB,Standard,Consumption,false
,DZH318Z0BJSN/000M,192 vCPU VM License,Windows Server Burst,,,0.768,1 Hour,Virtual Machines Licenses,DZH317WPTGV0,Compute,USD,0,0.768,2020-05-01T00:00:00Z,0053ce8d-c592-595d-ae3f-daf0bb09bd85,DZH318Z0BJSN,192 vCPU VM,Consumption,true
,DZH318Z0BJSN/000M,192 vCPU VM License,Windows Server Burst,,,0,1 Hour,Virtual Machines Licenses,DZH317WPTGV0,Compute,USD,0,0,2020-05-01T00:00:00Z,0053ce8d-c592-595d-ae3f-daf0bb09bd85,DZH318Z0BJSN,192 vCPU VM,DevTestConsumption,true
Standard_D32-8s_v3,DZH318Z0BPWD/01R7,D32-8s v3,Virtual Machines DSv3 Series Windows,CH North,switzerlandnorth,3.584,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.584,2021-10-01T00:00:00Z,498845c8-a09b-4b12-badf-ae26e9799786,DZH318Z0BPWD,D32-8s v3,Consumption,false
Standard_D32-8s_v3,DZH318Z0BPWD/01R7,D32-8s v3,Virtual Machines DSv3 Series Windows,CH North,switzerlandnorth,2.112,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2.112,2021-10-01T00:00:00Z,498845c8-a09b-4b12-badf-ae26e9799786,DZH318Z0BPWD,D32-8s v3,DevTestConsumption,false
Standard_B4ls_v2,DZH318Z0K9K9/00RP,B4ls v2 Low Priority,Virtual Machines Bsv2 Series,IN West,westindia,0.0377,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0377,2023-09-01T00:00:00Z,00543adc-09b6-5f21-a9bc-156c6fd98a44,DZH318Z0K9K9,B4ls v2 Low Priority,Consumption,true
,DZH318Z0CHL0/0010,Standard Replica Overage Operations,App Configuration,US West Central,westcentralus,0.06,10K,App Configuration,DZH319K8RFPB,Developer Tools,USD,0,0.06,2022-09-01T00:00:00Z,e5b31ba4-5b28-5d76-879c-e783d1928afb,DZH318Z0CHL0,Standard,Consumption,false
,DZH318Z0BP4S/00JV,Commitment Tier Neural Text to Speech Connected 400M Unit,Speech,JA East,japaneast,3705,1/Month,Cognitive Services,DZH31600VF1F,AI + Machine Learning,USD,0,3705,2024-02-01T00:00:00Z,7638b824-9b85-5cb4-952e-5655f33bf4ff,DZH318Z0BP4S,Commitment Tier Neural Text to Speech Connected 400M,Consumption,false
Standard_E2_v3,DZH318Z0BQ4L/00M0,E2 v3/E2s v3,Virtual Machines Ev3 Series,IN West,westindia,0.152,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.152,2017-04-01T00:00:00Z,00546f14-253c-4733-a5d8-cfe6e2e08b7c,DZH318Z0BQ4L,E2 v3,Consumption,true
Standard_E2_v3,DZH318Z0BQ4L/005B,E2 v3/E2s v3,Virtual Machines Ev3 Series,IN West,westindia,783,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,783,2017-07-17T00:00:00Z,00546f14-253c-4733-a5d8-cfe6e2e08b7c,DZH318Z0BQ4L,E2 v3,Reservation,true
Standard_E2_v3,DZH318Z0BQ4L/005C,E2 v3/E2s v3,Virtual Machines Ev3 Series,IN West,westindia,1502,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1502,2017-07-17T00:00:00Z,00546f14-253c-4733-a5d8-cfe6e2e08b7c,DZH318Z0BQ4L,E2 v3,Reservation,true
,DZH318Z0BPXH/02HS,vCore,SQL Database Single/Elastic Pool Business Critical - Compute Gen5,KR South,koreasouth,13.76048,1 Hour,SQL Database,DZH3180HX10K,Databases,USD,0,13.76048,2018-08-01T00:00:00Z,c384c9e5-e0fc-4e72-870e-7daf61cd8b79,DZH318Z0BPXH,40 vCore,Consumption,false
Malware Scanning Std,DZH318Z0BXB9/008N,Malware Scanning Data Ingested,Microsoft Defender for Storage,US West 2,westus2,0.15,1 GB,Microsoft Defender for Cloud,DZH317R3LFB4,Security,USD,0,0.15,2023-07-01T00:00:00Z,794dfe11-3939-59f8-aa78-25f9b19ed7ed,DZH318Z0BXB9,Malware Scanning,Consumption,false
backup_standard_ra-grs_data_stored_100tb,DZH318Z0JC81/00HQ,RA-GRS Data Stored,Backup Reserved Capacity,US East,eastus,61528,1 GB/Month,Backup,DZH3155G7B5D,Storage,USD,0,61528,2022-08-01T00:00:00Z,6a26b190-c76c-50cd-8206-9e300c88bc08,DZH318Z0JC81,Standard - 100 TB RA-GRS,Reservation,false
backup_standard_ra-grs_data_stored_100tb,DZH318Z0JC81/00HH,RA-GRS Data Stored,Backup Reserved Capacity,US East,eastus,167805,1 GB/Month,Backup,DZH3155G7B5D,Storage,USD,0,167805,2022-08-01T00:00:00Z,6a26b190-c76c-50cd-8206-9e300c88bc08,DZH318Z0JC81,Standard - 100 TB RA-GRS,Reservation,false
,DZH318Z0BNWT/001W,Read Operations,Standard Page Blob v2,US West,westus,0.00165,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.00165,2017-11-01T00:00:00Z,7b374b7d-8ba1-48a5-b113-3f10054c43fa,DZH318Z0BNWT,Standard GRS,Consumption,false
Standard_D2d_v4,DZH318Z0D1L2/01CQ,D2d v4 Low Priority,Virtual Machines Ddv4 Series,CA East,canadaeast,0.0252,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0252,2021-11-01T00:00:00Z,0054c19b-0308-55c3-8dcb-93752b5baf39,DZH318Z0D1L2,D2d v4 Low Priority,Consumption,true
,DZH318Z0BXXV/002X,vCore,Azure Database for MariaDB Single Server General Purpose - Compute Gen4,CA East,canadaeast,0.09636,1 Hour,Azure Database for MariaDB,DZH31974T4H6,Databases,USD,0,0.09636,2022-12-01T00:00:00Z,0054f66a-8609-5463-9762-9098d1ad5803,DZH318Z0BXXV,4 vCore,Consumption,true
Standard_DC48ads_cc_v5,DZH318Z0BDL9/002B,DC48adscc v5 Spot,Virtual Machines DCadsccv5 Series,US East 2,eastus2,0.618,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.618,2023-11-01T00:00:00Z,00550831-e0f6-5646-8d83-e5d930fb0ce2,DZH318Z0BDL9,Standard_DC48ads_cc_v5 Spot,Consumption,true
Standard_F2s_v2,DZH318Z0BQ4X/01PT,F2s v2 Spot,Virtual Machines FSv2 Series,UK West,ukwest,0.0101,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0101,2023-05-01T00:00:00Z,005509bf-b16d-5857-92eb-00d5747305f4,DZH318Z0BQ4X,F2s v2 Spot,Consumption,true
Standard_B4as_v2,DZH318Z0K9JH/006Z,B4as v2 Spot,Virtual Machines Basv2 Series,US Central,centralus,0.0425,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0425,2023-09-01T00:00:00Z,00551d95-2e08-50a4-bbc2-a7e43b602ab7,DZH318Z0K9JH,B4as v2 Spot,Consumption,true
Standard_E4d_v5,DZH318Z08M9Q/003C,E4d v5 Spot,Virtual Machines Edv5 Series Windows,US West 2,westus2,0.047483,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.047483,2023-10-01T00:00:00Z,0055277c-e4d6-5c08-ae15-7fbd3421e448,DZH318Z08M9Q,Standard_E4d_v5 Spot,Consumption,true
Standard_E4d_v5,DZH318Z08M9Q/003C,E4d v5 Spot,Virtual Machines Edv5 Series Windows,US West 2,westus2,0.028912,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.028912,2023-04-01T00:00:00Z,0055277c-e4d6-5c08-ae15-7fbd3421e448,DZH318Z08M9Q,Standard_E4d_v5 Spot,DevTestConsumption,true
,DZH318Z0BQBN/0018,D1 v2 AHB,SSIS Enterprise D-series v2 VM,EU North,northeurope,0.201552,1 Hour,Azure Data Factory v2,DZH315FBNNW2,Analytics,USD,0,0.201552,2018-08-01T00:00:00Z,432ae111-3cbc-49c0-96bb-89a758534f03,DZH318Z0BQBN,D1 v2,Consumption,false
,DZH318Z0C120/00MM,Archive Data Retrieval,General Block Blob v2 Hierarchical Namespace,AU Central 2,australiacentral2,0.0326,1 GB,Storage,DZH317F1HKN0,Storage,USD,0,0.0326,2020-03-01T00:00:00Z,00555fa5-7ab2-499b-b9db-ed874df40fdb,DZH318Z0C120,Archive LRS,Consumption,true
Standard_M32dms_v2,DZH318Z08LV1/00PL,M32dms_v2 Low Priority,Virtual Machines MdSv2 Series,AE Central,uaecentral,1.918,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.918,2021-01-01T00:00:00Z,005563ac-486b-5755-9028-6531e994e3bb,DZH318Z08LV1,M32dms_v2 Low Priority,Consumption,true
Cold,DZH318Z0BJRM/01N6,Cold LRS Named Encryption Scopes,Azure Data Lake Storage Gen2 Hierarchical Namespace,US Central,centralus,1.23,1/Month,Storage,DZH317F1HKN0,Storage,USD,0,1.23,2023-05-01T00:00:00Z,0055be0a-8c75-544b-b152-601267c63ddf,DZH318Z0BJRM,Cold LRS,Consumption,true
,DZH318Z0BQFF/001F,Basic Throughput Unit,Event Hubs,FR South,francesouth,0.015,1 Hour,Event Hubs,DZH318TR2LMQ,Internet of Things,USD,0,0.015,2014-12-01T00:00:00Z,177ee643-5434-4c04-ae11-9e01672ed87e,DZH318Z0BQFF,Basic,Consumption,false
,DZH318Z0BP0B/002M,Read Operations,Files,AP Southeast,southeastasia,0.0015,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.0015,2016-08-01T00:00:00Z,761abab8-259d-4206-a6ae-707ed03fc540,DZH318Z0BP0B,Standard LRS,Consumption,false
,DZH318Z0BQHF/00H2,S0 Secondary Active DTUs,SQL Database Single Standard,US Central,centralus,0.4839,1/Day,SQL Database,DZH3180HX10K,Databases,USD,0,0.4839,2016-04-13T00:00:00Z,fed0286c-5505-4f37-b1ef-89edf04239ee,DZH318Z0BQHF,S0 Secondary Active,Consumption,false
Cold,DZH318Z0BJRM/01NQ,Cold ZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,UK South,uksouth,0.005,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,0,0.005,2023-05-01T00:00:00Z,00567b7f-affc-51c6-b3ea-dfab7d88b0a2,DZH318Z0BJRM,Cold ZRS,Consumption,true
Azure_Redis_Cache_Standard_C6_Cache,DZH318Z0BQH2/001F,C6 Cache Instance,Azure Redis Cache Standard,UK West,ukwest,1.312,1 Hour,Redis Cache,DZH314LP4PZS,Databases,USD,0,1.312,2019-05-01T00:00:00Z,0056aaae-c6b0-4e48-83c0-ccf427f89d8f,DZH318Z0BQH2,C6,Consumption,true
Standard_DS14_v2_Promo,DZH318Z0BPSQ/000S,DS14 v2 - Expired,Virtual Machines DSv2 promo Series,CA East,canadaeast,1.463,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.463,2018-09-01T00:00:00Z,efee25c2-0610-4ed8-8e3c-3a343d1b847e,DZH318Z0BPSQ,DS14 v2,Consumption,false
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.0528,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,0,0.0528,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.052,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,1024,0.052,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.0493,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,1024000,0.0493,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.051,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,51200,0.051,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.0502,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,512000,0.0502,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
,DZH318Z0BNZH/0007,GRS Data Stored,General Block Blob,AU Southeast,australiasoutheast,0.0493,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,5120000,0.0493,2014-10-26T00:00:00Z,0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,DZH318Z0BNZH,Standard GRS,Consumption,true
Standard_B2s_v2,DZH318Z0K9KD/01N4,B2s v2 Low Priority,Virtual Machines Bsv2 Series Windows,US West,westus,0.0434,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0434,2023-09-01T00:00:00Z,0056d634-a1a6-5c11-ba4c-2a7f102b7af3,DZH318Z0K9KD,B2s v2 Low Priority,Consumption,true
Standard_B2s_v2,DZH318Z0K9KD/01N4,B2s v2 Low Priority,Virtual Machines Bsv2 Series Windows,US West,westus,0.0198,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0198,2023-09-01T00:00:00Z,0056d634-a1a6-5c11-ba4c-2a7f102b7af3,DZH318Z0K9KD,B2s v2 Low Priority,DevTestConsumption,true
,DZH318Z0BQG2/001B,B2 Unit,IoT Hub,BR South,brazilsouth,100,1/Month,IoT Hub,DZH317RP5K6B,Internet of Things,USD,0,100,2020-04-01T00:00:00Z,005777ff-0b96-4d5d-bec6-0d315bf166b1,DZH318Z0BQG2,B2,Consumption,true
Cold,DZH318Z0BNZJ/013C,Cold GRS Read Operations,Blob Storage,AU Central,australiacentral,0.1,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.1,2023-05-01T00:00:00Z,00577e68-0344-5d93-bfcd-45686a7c8710,DZH318Z0BNZJ,Cold GRS,Consumption,true
,DZH318Z0BP88/004S,E90 LRS Disk Operations,Standard SSD Managed Disks,CA East,canadaeast,0.002,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.002,2018-11-01T00:00:00Z,ce957933-8287-4f8b-83ee-53a5cbe056d9,DZH318Z0BP88,E90 LRS,Consumption,false
Cold,DZH318Z0BJRN/01H2,Cold GRS Blob Inventory,Azure Data Lake Storage Gen2 Flat Namespace,IN Central Jio,jioindiacentral,0.049,1M,Storage,DZH317F1HKN0,Storage,USD,0,0.049,2023-05-01T00:00:00Z,00583ee7-2a62-55c3-995c-48443b1a6c54,DZH318Z0BJRN,Cold GRS,Consumption,true
Standard_D64d_v5,DZH318Z08MC2/0174,D64d v5 Low Priority,Virtual Machines Ddv5 Series,IN West,westindia,0.926,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.926,2021-11-01T00:00:00Z,00587223-a9a7-50e5-a788-15ab3ab48c1c,DZH318Z08MC2,Standard_D64d_v5 Low Priority,Consumption,true
Standard_E104id_v5,DZH318Z08M9Q/00WZ,E104id v5 Low Priority,Virtual Machines Edv5 Series Windows,US West Central,westcentralus,5.867,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,5.867,2021-11-01T00:00:00Z,0058a43c-51c9-5a8a-b08b-c337ab258284,DZH318Z08M9Q,Standard_E104id_v5 Low Priority,Consumption,true
Standard_E104id_v5,DZH318Z08M9Q/00WZ,E104id v5 Low Priority,Virtual Machines Edv5 Series Windows,US West Central,westcentralus,1.977,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.977,2021-11-01T00:00:00Z,0058a43c-51c9-5a8a-b08b-c337ab258284,DZH318Z08M9Q,Standard_E104id_v5 Low Priority,DevTestConsumption,true
